Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P37692	12309000	11318100	13639700	13750700	12489800	13085500	14180600	13281300	10681900	13835300	11443600	6482150	12419400	14277400	12994900	14254200	13162300	12758500	12859300	13163400	12531500	12231600	14173300	12516000	222380	253726	223130	284699	236810	256161	294921	247178	237007	259852	236885	231599	284610	284427	285731	281213	266797	277337	245933	271422	280601	298128	269308	3844070	3932450	4605830	4023260	4391670	4153910	4265440	4429070	4052910	4179770	4410050	5386450	5282200	5109510	4954650	5074140	5190750	4899070	5260960	5048460	4820390	5092150	5305100	3782550	4037250	3698100	4023650	3842500	3885680	3794950	3922270	4095730	3726970	4054980	4091480	4057740	4193410	4045800	4018630	3952950	3852500	4100680	4173350	3719990	3988020	4082340	4065470	1289570	1182040	1287950	1252540	1257420	1329380	1320860	1199570	1247740	1302850	1260000	1207600	1171840	1334160	1187790	1342930	1213250	1218300	1340240	1227890	1241850	1259400	1211380	1243850
P09549	12423600	11476400	12012900	9574450	11945600	9717630	11883000	11979200	16946100	11844100	9590740	14102100	11641400	12410400	11734000	12094500	10574000	12827800	9832030	10842900	11400800	11389600	12931300	10236900	66030.5	59968.8	65846.2	67029.2	65472.6	69324.3	69777.6	70935.3	61617.6	67223.3	74250.4	79101.8	56784.2	72053	71037.3	79190	76626.1	64930	42730.6	81679.3	74474.2	67298.2	69955.3	4146930	3485140	2896990	2938790	2788400	3021010	3169880	2498420	3367180	3087000	3212080	2341710	2341740	2056150	1851020	2033500	2128040	1963110	1872880	2163510	2218180	2089010	1977580	4235600	4331950	4839500	4333080	4078870	4503230	4512640	4378050	4351030	4529990	4442930	4083970	4310160	4310200	3992190	4207410	4062820	3878760	4249470	4067860	4054820	4167100	4175230	4341820	591771	525006	547411	615365	571988	432885	594502	560739	523391	485199	528101	538065	632907	485112	600679	604143	574423	617310	577972	540459	535463	595386	620935	584857
P33136	54923700	56334600	61362900	63841100	50408600	49365900	55128400	53682000	52136600	56066400	48509500	30636100	54352400	56485200	56783100	55995100	61857600	54551300	57488400	63716300	60384600	59368300	60913500	58192700	343888	386963	381133	423282	392418	416277	419382	373809	391213	418572	433915	389155	400211	424573	447132	427983	428318	425187	390691	433616	480210	435492	460408	30569100	32191000	36021000	28433300	35983400	33563100	30438100	38379700	33747200	33171400	33811500	37725900	37260200	39241300	37561900	36511100	37106900	38174900	38556500	38446800	38333600	39421000	38831800	14791700	15046400	14600100	14328300	14346200	14457400	14685700	14003600	13919200	14726500	14237900	14957800	15451600	14596700	14679900	14844100	14679300	15131600	14557900	14706500	14694000	14246800	15391600	15023400	4868610	4861930	4902220	4821580	4649530	4593880	4749900	4656860	4750640	4677920	4697850	4813200	4932000	4687370	4908640	4635350	4931500	4915670	4960870	4807860	4724760	4851270	4848650	4816910
P52643	140082000	135815000	63823700	62092500	149394000	154924000	113995000	123123000	125164000	135737000	120255000	65719400	137111000	120345000	64314500	65825400	64142000	51963300	57860500	61710600	62599400	70923700	58555700	61868600	557996	606700	485443	504407	621875	659038	623326	510846	540327	544029	568530	609227	236554	291564	282986	297930	256539	298521	263891	359053	301783	248557	291692	45477500	43642100	43357900	38420100	50098800	42040700	33777800	42953500	35929500	42675600	44040700	15119200	15788800	16137800	18445600	16670500	16432300	16884800	17664100	16437400	14800400	18861500	18301300	29118900	24474000	27213000	24342600	24103200	29494600	24360800	23813000	23747500	28600900	10413700	10144100	11148400	10717600	11177600	11435300	11636200	11491100	12289600	12502900	28930100	28622800	12479900	11881300	3626740	8054820	7736250	3824340	9689930	5590960	8449800	7672010	6806220	6251410	6127280	9206470	9393650	6709730	3405570	3367360	3424370	3238460	3375130	3743330	3502990	3449000	3611330	3381460
P06715	27306200	26957600	21728000	25153600	21471700	26252600	25680500	21597400	17861900	20654900	25099500	14550500	25336600	21551600	23896100	24691900	24214700	18104100	23563600	23446200	25344500	26282600	20579500	25057000	255569	280053	291464	231196	261285	274208	200030	249846	258003	207847	258330	258608	207233	296067	253250	293346	284225	206559	183370	269606	267361	239009	243511	6015760	6724620	6884660	6991190	6610360	6285800	7289530	6709250	6466280	7233260	7113020	6109460	6855970	6933290	7520670	7537290	7024520	7395460	7053940	6380610	6702040	7112410	7475000	5979840	6235910	6092640	6444030	6218600	6149790	5941350	6094860	5982910	6171050	6185760	5902550	5787000	6041980	6066250	5934600	6310720	5993260	6088820	6193460	6386040	6188520	6046240	6003220	2251380	2159580	2019900	2176470	2397450	1792870	2308720	2131070	2183900	1940450	1866320	2275570	2273000	1985010	2279680	2140180	2159920	2265540	2328940	2151860	2052010	2246860	2204710	2074000
P0ABZ4	22385700	19088500	25053400	21725900	23432000	18442000	18273400	23263600	25818700	23880000	19452200	24469200	21115100	22471700	24723000	23741300	22544700	26270500	21748300	24280500	21241500	23600900	25117200	21416400	231744	373252	290484	372720	315467	300371	331644	289967	363170	291255	321681	341193	320772	378546	292557	345656	354257	340332	279914	295742	372159	336011	366867	12290500	10619300	8470760	9035100	9392680	10101300	9413980	8508680	10293800	9670340	9196300	10578700	9611060	9165490	7845510	7411410	7217110	9346930	9140190	10245700	8935760	8701460	8867810	3655120	3579380	3625930	3709120	3764500	3912060	3552410	3288730	3270670	3929490	3985870	4123260	4105360	3655420	4152020	4133820	3821300	3916240	4064260	4052630	3560450	3548320	3954150	3774450	1259330	1256730	1316300	1352540	1401100	1278690	1222300	1332150	1182950	1188880	1170350	1267590	1229450	1191570	1222050	1322740	1261730	1285430	1201200	1249740	1397080	1237850	1247380	1314810
P77739	18753900	18907300	6684780	8272070	16287000	18175500	13164700	13828000	13538700	12827100	14999000	14041100	14995200	12749400	7467880	8797350	8694470	5080100	7810160	7776980	8204100	7795500	6197180	7181730	220889	257660	243760	279389	199305	289290	265537	243159	213474	217550	226330	274214	85306.1	118113	123881	119584	139318	92651.4	76282.7	100362	97716.1	112733	93815	7244220	7368200	7681410	5172500	11601100	6499870	5566260	7624330	5328200	6723220	6761140	2233930	2192470	2688910	2754370	2992030	2813700	2950480	2958960	2568400	2318780	2760350	2770660	11885300	9762250	12114200	10264400	9307390	13492700	8653180	8385690	9017610	12686800	4228200	4347250	4618170	4498590	4566710	4956600	4733820	4864540	4606190	4660450	10898000	9743810	4709860	4844110	2042040	3669190	3486600	2200220	5263260	2567500	4346460	4025570	3042410	2818450	2806220	5491550	5540680	3270380	2056060	1952720	1912820	1854700	2218890	2216060	2024860	2025280	2044140	1907430
P21169	12105000	11534600	12018100	14188300	11948200	12894500	13667800	10965400	7018020	11139900	12548200	6950990	13006600	11882000	12876100	14717600	14012300	10245100	16877300	12286300	15562400	14571600	12219100	15833600	50084	50433.6	52291	47383.6	57306.7	46847.3	58741.2	56838.1	48799.1	58662.2	45042.1	56334.8	63200.3	63344.8	62959.6	68283.2	58250.3	60244.2	56375.2	61367.5	61630.4	66423.7	67265.8	3934200	3827970	4013090	4469550	3355700	3921310	4553160	3601450	4079840	3875210	3871160	3343820	4297040	4668460	5373500	5391170	5398580	4939690	4875840	3932260	3775450	3959530	4468200	2351030	2538280	2270790	2520740	2529960	2201370	2450630	2568870	2476990	2364600	3027050	2912960	2633150	2959870	2929580	2655310	2813330	2821010	2807930	2748290	2356340	2442010	2795520	2963720	1248130	894770	962539	1194530	844421	838756	912839	900825	924085	905981	858525	902439	887777	867971	1192680	1230260	1191780	1239030	1154340	1193850	1224620	1222210	1228780	1213940
P76550	35298900	33158700	28742400	21465800	39408000	34223400	35091400	39813200	45604300	39643500	35196900	45258100	38544300	38461600	29011100	28935300	26143500	28697300	22860500	28653100	25466300	26019500	30783100	25423100	207327	167438	208513	153217	195285	225452	131124	190480	179787	149624	230634	221771	88220.1	155777	176672	162041	181508	101549	55237.3	156656	167150	130824	139596	14983200	12573200	11753000	10233600	12102500	13388600	11670500	9363800	14211000	13381600	12593800	10384600	8205110	8441580	6468290	7548890	5562010	7781270	7909010	8654730	7150270	7764020	7918940	3886880	3862960	4753390	4131430	3995440	3911550	4024320	3859430	4196020	3736810	2953130	3099690	3391930	2805820	3314860	3613210	3139540	3195330	3300450	3049850	4018470	4011830	3025530	3064350	1390800	1974030	2107010	1347300	1869490	2141940	1928270	2060390	1951760	2054430	2123430	1846430	1845150	2060140	1378030	1538830	1454140	1309180	1300190	1453600	1484410	1375730	1384310	1350340
P0ACI0	14508200	14789400	13601300	14375200	11822000	15585500	14821800	12874600	10519700	13838500	14060000	7733640	14070900	11388500	13452200	14864600	14715900	10411500	14980700	13310500	15174500	14066900	12654600	14769600	203623	330378	226090	341053	257637	258904	306278	260557	284982	296709	275247	219605	297878	308341	251048	274103	292969	294373	304070	285930	283895	319644	289806	7682220	6978240	8181150	8134590	8772700	8221390	8624530	7498850	8373780	8517100	9093740	6449620	7417070	7338140	7871120	7746820	7631510	7549960	7635330	7258770	6861380	7224790	8094480	4890840	5586770	5209770	5442170	5318250	4749180	5536780	5527620	5527040	4525380	4843570	5052450	4971400	5176470	5182720	5253910	5343520	4916220	4921260	5073680	5945490	5440750	4907330	4943410	4083090	3703910	3479850	4082790	4423700	2933520	4086640	3758390	3835690	3505960	3232060	3938430	3653020	3237690	4236140	4266930	3938950	4470660	4015050	4284040	4226870	4161780	4241220	4077490
P0A746	39592800	33472800	16782900	15223200	40833400	30366500	30559000	29056100	45662900	34519000	32024600	46783100	36197400	37503100	17566400	18150500	18349100	18121000	18332800	17502400	13900900	14121200	20769100	15988200	625096	891970	697596	878266	857653	967248	853082	1027300	978229	882729	1202350	939170	307172	340855	364370	363373	440794	223295	270835	311378	366846	323913	305692	119991000	91963600	89529800	60654700	87650000	92707300	80512600	67572000	89101800	100310000	93508900	35257400	26966200	35537900	23899600	27830100	19067600	28481700	28127800	37759900	28874000	27793300	29851200	19638800	19419900	24641800	18994400	17903100	21264000	19563800	15765900	18619900	19173600	8461590	8482880	8395400	8838750	8575570	8886940	7575000	8241310	7431010	6909910	19042000	17989900	7711620	8483230	1606620	4945540	4935430	1538750	4967290	4661240	4144240	4808390	4672490	4479420	4523610	4629170	4572220	3963010	1815090	1853290	1850630	1886780	1723670	1778560	1624550	1498960	1454970	1565030
P0A7M9	65105900	65531600	42953300	36176500	45468700	26949800	34004400	37616200	86129300	35809900	31872400	35743400	41667000	56735700	52185000	45229800	39861800	82975500	48857700	31377700	29518400	32004300	58261200	35364500	1895050	2724010	2064750	3101340	2487690	2506910	2793670	2328720	2585710	2893400	2535190	2439230	1865070	1882320	1679250	1911010	2095680	1919150	1468990	1133190	1835520	1782330	3056730	194096000	143710000	127475000	140627000	117351000	153560000	157701000	96242300	152052000	143530000	135236000	69353400	58965400	82976700	63260700	63310400	48225100	58491200	69708600	143444000	68666800	61056000	68350400	41448500	44825800	56544500	44123400	39955900	52488900	42148100	41015900	41839700	41136300	24747400	26077600	15514600	46864300	34450100	27786200	24179300	24353300	27571000	24223500	41567600	43277200	25041400	29657500	23770900	45502900	47879900	21719000	40688100	47534700	40022600	49617500	47133200	45584400	46415300	37467800	42685800	44135600	26862200	16293000	35227900	18276900	27096100	21884900	24256000	17967100	21066300	23606800
P63386	8771260	10236000	11301900	10256500	8651410	8748540	8807080	8220550	6885420	8276740	9641190	4199020	9766740	6969530	10854300	9620060	10311000	8069700	8887790	10019300	11159500	10779300	9632720	9554890	53934.3	47030.2	52605.3	35212.6	51594.9	54651.1	27812.6	49577.4	44079.9	30331.8	49876.3	53113.8	33484	54533.6	65554	57042.8	59570.2	23754.9	21232.5	55780.3	52905.2	36774	40723.8	4178240	5099990	4553520	4885720	4772060	4463460	4623360	4244740	4895490	5163120	4990480	5272570	4614120	5826810	5957120	6048130	5602940	6229350	6260420	5753810	4482220	5164150	5720150	4267080	4090450	3982310	3948680	4076880	4280560	4071770	4120390	4221550	4241790	4536900	4650370	4805650	4667100	4528490	4803530	4673180	4698350	4552020	4810950	3967950	4076720	4594480	4626670	2113070	1841440	1984250	2193330	2245920	1666470	2005920	2059660	1965370	2018240	1783210	2151100	2119980	1961160	2195000	2283290	2241330	2236480	2035510	2143540	2222470	2187470	2117140	2033920
P0ACL9	116356000	122249000	49350800	51756200	101305000	99500200	117778000	113428000	75857200	118866000	104679000	113572000	119650000	122107000	44345500	45288700	44949900	34033300	45175300	45366000	46379300	46762600	40858300	45172800	191450	278206	241249	266126	269314	263229	250576	231290	257747	243366	258973	273613	110129	111139	101271	101759	114035	88799.1	101163	97181.6	94337.5	98594.6	105974	14336400	12588500	13048700	12721800	11589800	13147500	12782200	8989880	13923600	11924600	11589400	4526550	3781870	4250250	3341880	3429840	2939290	3757290	3863200	4472530	3536650	3935100	3664990	7717820	8557220	9801090	8581660	8085660	7910740	8496680	7624480	7171380	7701320	3026830	3144480	3138680	2853890	3309000	3134140	3219300	3303920	3352420	3184290	7817920	7959090	3184990	3159230	1132620	3048030	2916130	1120690	2974150	3185070	2804580	3046410	3216770	3206910	3158880	2360440	2879670	3090130	1169570	1242950	1254880	1095520	1076880	1118450	1115250	1114240	1023290	1107990
P15047	55091900	56285900	43491200	57851900	28800000	38786500	67486100	61157200	34868800	54653900	44094200	49866600	57804300	50713700	52415700	49624800	54363200	44266200	70095800	70408700	85158000	65492600	23671200	94058800	209248	226088	258621	167296	226269	181321	149193	215879	298468	137364	199348	158038	179942	267856	269123	295869	251059	189256	158982	222864	285279	206008	228752	9072480	9623570	10515600	23325600	11175600	12234300	14922200	8602270	11367400	12241700	12564200	15173500	17555200	17492800	15074300	14469500	18077400	16430700	14972100	19147900	17064100	12070600	16644400	4561140	8037350	5230460	8216880	7389140	4471500	8312400	8824450	7404250	4715940	7680730	8541290	11638000	7557920	7766910	9336280	9784050	9192820	10799400	7784970	7322030	7678620	6459880	8484750	3120090	2583040	2662180	2308370	1858250	2839980	3011390	3121480	3215480	2941070	2730440	1889250	1876770	2962080	2510260	3445590	3358360	2893090	2290130	3322870	2673790	3783190	2802660	3253580
P75874	35209800	35678500	36307600	38387900	28162700	31441600	34504300	28917800	23770500	29280900	30368300	38491500	33502800	29965100	35207600	43275200	35641300	34515500	38598200	38552100	40012900	36876900	34472900	40938700	594105	573671	645715	542605	617989	599488	470788	582080	566440	466520	685370	628887	532634	682771	725160	697051	821098	432114	394938	670764	698270	697545	548766	14588200	11986900	13124000	13249600	11846700	12994500	14682300	8803940	15033300	13552000	12382200	15543400	11984400	13724100	12851000	12679800	10446600	13390100	13342400	13924900	11519100	12576600	13105700	6120240	7756770	7783840	7997610	7668630	6288650	7540760	7457300	6762310	5973690	8414600	8929980	8907600	8048440	8979900	9510180	8281520	8550550	8455350	8038490	7408120	7362320	7644660	8278120	2548230	2541770	2619290	2279380	2426330	2691070	2492220	2388090	2780530	2625130	2754060	2124960	2055820	2443780	2638860	2588250	2847300	2397570	2522890	2495070	2569170	2426670	2526450	2605340
P0A698	30347100	29818300	25840700	26612900	29921400	28036300	36556700	31045500	26249300	30094400	29705600	18554200	31828600	31931700	26041600	26927700	25103300	30214000	26764900	25320100	25982600	25590900	26271700	27802900	153779	177207	159051	171815	159486	157130	174955	191545	193612	181142	163703	165778	140858	148063	143700	157448	140264	150715	119896	144999	146678	148367	174802	7092590	7635150	8066590	8594050	7059470	7632260	8544090	8944280	7857560	7897670	8379070	5639860	6767850	6621060	7956920	7542820	8361830	7148670	7198450	7115230	7484200	6648350	7414020	3589510	3714060	3346810	3638450	3752020	3474180	3717640	4084240	3873800	3598900	2999470	2933320	2360850	3218950	2989290	2796000	2950590	2887320	2914090	2907430	3595190	3692820	3039550	3142410	1649000	1858640	1779790	1611730	1792950	1811920	1871260	1946680	2054410	1937120	1871310	1737810	1953730	1849840	1537690	1346060	1697540	1551760	1570730	1486870	1590210	1555950	1562270	1626770
P06960	18306700	12198300	15502200	19291800	24459900	20444900	18618600	19629900	23114700	13853200	18720600	13057200	19448200	23909600	28700500	24759500	23854400	33928700	21879600	20044000	15118800	20913300	23530900	26135000	171479	134860	148228	122692	147495	126811	129366	129543	124383	123888	128829	198691	132972	211911	200664	230893	188726	144901	109220	187274	198826	157256	176491	8056950	8122660	9953980	6038820	13731100	8292830	7079360	8528290	7148190	8063680	8504750	9501600	8471570	11116700	11269500	10512800	9914110	10606100	10233600	10130200	6215470	10332000	10650400	6249020	5634830	6761790	6278980	5192120	7197290	5289360	4442030	4425860	6611350	8333190	8625280	8106070	7885850	8532120	7306330	7594090	7396120	7739400	7712240	6454790	5972170	8894010	7881330	3276030	2529410	2398350	3609170	2953740	2097340	2671400	2109160	2057950	1941290	2045940	3076050	2779120	2124810	3463750	3479170	3396990	3507760	3602620	3134780	3121190	3143980	3233110	3258490
P38521	78458400	69044900	64471700	59551900	69378100	64751000	61026400	59650100	74668000	55142100	71812200	103032000	70006800	65870000	63505600	65992000	63790100	58554700	57437800	58175200	58185000	54685300	56340200	61383400	503334	677760	509652	588247	506373	641952	514678	584693	621471	381271	683576	489840	403513	441416	513016	367940	546316	273139	386779	331372	359662	365114	401920	42637600	29820200	27983500	28819900	29859400	33641100	32695500	20066300	31143900	29131000	29566300	24023500	22071500	22888300	21728300	21883300	18497000	22067800	24708700	24529300	15224000	21021000	23371700	22313500	24329900	26182500	25876600	23187700	26375300	22176500	20093800	21371400	24614600	18004800	19154300	21313700	17957900	22216800	20335300	20257800	19578100	19387800	19306500	24142300	23571100	19492700	18735300	4495800	6335200	6376060	4864400	6801790	5802580	5889610	6528170	6346900	6424530	6352920	6022720	6107730	5821090	4994880	4544620	5126090	4689720	4621310	4534360	4686610	4332420	4793370	4247200
P22259	523645000	573669000	92729000	84645200	434158000	510917000	494365000	437369000	340206000	503460000	435389000	254344000	566121000	494371000	84725000	75013500	83757400	72315200	65406000	90290900	78878700	85265500	89888700	71237100	2126180	2435850	2263790	2212750	2540130	2442580	2337750	2102090	2214970	2321870	2648230	2192200	404444	365056	414114	318133	389455	323527	324477	497496	429607	348434	355078	161335000	169413000	213655000	152885000	213726000	180083000	164124000	213922000	179923000	193222000	208257000	25195800	23592200	26292900	25249800	29418100	27029900	29563500	28700100	29883200	25034000	32933000	29964600	73593100	94107700	82112000	90100300	80158300	74083000	88111000	69713000	73575900	72668900	9540340	9128290	8736210	10398000	11065400	11309900	11198600	11406900	12193700	12310400	92151300	89504200	13175800	11190600	5667250	42670400	42927600	6628400	44994400	38007000	45918000	37979800	43578200	38285400	37541900	50348700	37963100	34878700	5713300	4770350	4753080	4633640	5611560	5581230	5187930	5565520	5606480	4872340
P69908;P69910	206058000	207948000	117494000	166681000	112989000	170146000	265994000	155540000	80052400	122949000	181320000	156990000	165605000	134410000	115926000	188187000	136725000	100106000	108839000	147172000	181509000	188525000	81518200	151850000	2605690	2412620	2804000	2676500	2313010	1785330	2351640	2939160	2963410	2140210	2440160	1951920	2082240	2475100	2199010	1998180	2169590	1948290	2226120	1958640	1905240	2536450	2597170	62279800	65582800	72005500	103939000	63387000	86473300	130755000	71695200	94038200	80508400	81507200	58258000	66064200	56755100	83342200	76012300	81208900	81968200	79025400	69930000	90804500	74883200	79199000	76558700	88704700	67934500	95715500	130285000	65492900	99919400	124680000	119082000	72875500	69762000	70353400	72535600	60674300	78606300	76312200	87930900	93877500	79280900	86574400	104005000	95419700	76394900	81761600	20432000	21987700	20730100	17723800	18600100	23101900	22335100	21524200	25727200	25590200	26264700	16781900	19061900	28065100	19134700	13469300	20040700	13689500	18461000	20510300	21556700	16783000	22855500	19069100
P0ACK5	12175800	12094700	8665000	10271300	11355400	9711840	11148400	12105000	10847700	12143700	10224000	6313510	9162130	13194000	8683970	8867860	8386130	9804080	8113070	9298490	9636080	8994630	9739250	9779550	43655	50313.1	41845.3	58664.1	46334.1	51619.7	53539.7	54031.1	61782.7	54330.5	51956.5	48962.8	42519.3	44684	41992.3	41403.7	40034.1	38500.1	43060.8	48232.3	45024.7	45085.2	44106.3	3189970	3026610	3510900	2878590	3841810	3222390	2688690	3895960	3112070	3274170	3389550	3308450	2934200	3126020	3038310	2981500	2862650	3390160	3147160	3294770	2936100	2907510	3049200	1973520	1787690	1874510	1855870	1765040	2029210	1809100	1745560	1793180	2043680	1773010	1618750	1967130	1719820	1674910	1697380	1720280	1737280	1683400	1814160	1914120	1760320	1581620	1644270	1372710	1540600	1673000	1320880	1540760	1391680	1647170	1360070	1583250	1313940	1478610	1596370	1617570	1474400	1338770	1419090	1328840	1480920	1329830	1380430	1363270	1515470	1440030	1423950
P0A8Y3	46009500	52712300	22114500	23947300	35087900	47952300	46871800	37169400	31743800	37859000	42632700	50616100	43668900	30849000	21028500	22572400	22796800	14700400	24543600	21583500	26395700	25075000	17740800	24813700	193284	195510	200423	191995	180341	233098	164351	212127	185265	154905	222372	201178	84386.2	115942	117025	96477.4	103195	86593	88542.6	84423.2	97242.3	103077	89344.4	16333400	14086800	14317200	9513440	17227400	13186600	10430400	11847800	13412000	13054900	12743400	7723530	6550380	7221240	5937620	6621180	6055750	7089210	7032290	7297820	6370430	6873900	6834690	12748700	13756900	14419600	11415900	11309700	13628800	12353800	11291800	11189800	12419100	6759650	7086880	7535030	6538120	7297510	7647920	6937190	7242780	7432270	7018500	12425900	11913400	7097540	6809290	1720280	3176130	3037980	1702570	3485060	2728840	3133070	3004300	2977790	2932990	2777190	3227020	3216260	2725590	1730260	1675810	1698610	1810450	1816470	1839270	1718420	1730210	1791090	1752400
