Ref8537_QC1_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S11_20230414	Ref8537_S35_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s50_X011	CVT09_s59_X013	CVT09_s61_X014	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018
P76397	7496620	6070600	6954060	6302160	5496160	6487920	6721220	7217530	6351650	8051640	7060800	7181830	7048430	6756840	6571640	6928550	20569.1	24539.4	28551.9	25680.1	28066.4	24687	26550.2	21944.2	26231.2	30154.8	38558.7	22119.7	28555.4	1207910	1430630	1344650	1394910	1368560	1346250	1459410	1384520	1512790	1385260	1378800	1561460	1815920	1865240	1278250	1269930	1347850	1449350	1562530	1549920	1488010	1513900	1578630	1502580	1531470	1469840	1432680	1463710	1599190	352833	363198	313268	351582	373237	379956	352494	388412	318944	363693	426403	448441	364656	489705	421908
P0AG44	889101000	1.248e+09	1103590000	902840000	951065000	1069700000	1478880000	1503920000	1395350000	1545360000	1366430000	1379330000	1277380000	1356060000	1434740000	1334040000	1779520	1369380	1451330	1796800	1703730	1670200	1215620	1369070	1890130	1150500	2057470	982904	2124170	495420000	462264000	426506000	440629000	444659000	477111000	424344000	388203000	499153000	385378000	385817000	720562000	442990000	533286000	214032000	211962000	224721000	183707000	283984000	306487000	253336000	291684000	264367000	304262000	287515000	267793000	215091000	285289000	287620000	29124700	28988500	28068200	32513200	27588000	30212300	31295200	30672500	27071900	30512400	37802500	37341700	34772700	34436200	33040500
P0A6U3	39140000	45108800	48146400	38646200	37751100	41298500	43678500	44086300	44389500	39674100	48641800	46480800	46400000	45078800	46105400	47246500	93303.1	74115.5	62567.5	87277.8	79930.6	83798.5	74452.7	68686	89310.9	60755.3	100427	45570.5	104536	7252830	8058810	8739860	7210540	8463580	7815050	6955760	9135220	7742150	8018950	7852220	9000950	10532500	10199700	5728370	5503160	5592080	5586400	6778340	6823440	6931510	6416030	6549370	6548990	6638020	6547000	5647400	6848870	6669170	2161520	2040790	2049310	1860310	2091350	2041080	1915090	2003000	2191640	1998350	2255030	2301850	2317300	2288770	2254330
P60422	290236000	471957000	456567000	300041000	227143000	310708000	461710000	410059000	462596000	432644000	421194000	445038000	427659000	425461000	459642000	387503000	2978280	3354820	3569470	3586900	3676750	3195220	3631950	3345030	3696710	3981880	4720890	3390280	4772890	261398000	285530000	313544000	262912000	342501000	299066000	247449000	340786000	293246000	280276000	265079000	442058000	374654000	405294000	147244000	150764000	148373000	146491000	203141000	208853000	204051000	202852000	198542000	211540000	203447000	200946000	149502000	205677000	205587000	57232900	55150800	57903700	58692500	58269200	57006500	57138800	58574000	59364300	57953900	74722700	76496700	77244600	75475900	74579500
P0AE06	78098700	77069700	72358700	84158800	82256600	96481900	83730500	82327600	81595500	99002900	79091200	80704800	75782400	77441300	87739900	76981700	660894	552598	579029	731787	712821	627328	561107	607230	719384	438305	546507	482935	623580	25363600	26463200	27399100	23830600	27889100	25574600	24216400	25585700	27263800	26828200	27110500	23856600	26136700	24590900	23027100	22571600	21053700	22577100	19829000	19993600	19812200	19372000	19402200	19061600	19342800	19196000	21354900	19988900	20341400	5574870	5400650	5502880	5520050	5370420	5645500	5790720	5591300	5480020	5595480	4770780	5086460	5061990	4702250	4782680
P17445	11246400	10819200	11113700	13275700	13007700	12851100	10989900	11562400	11609400	10875200	14229800	11159500	11920900	10884400	11585500	12471000	103924	104248	78615.5	101485	92339.9	102924	109758	83634.3	101401	58284.2	101846	70889.3	105836	3750680	4210110	5048850	4076520	4567750	4124640	4506380	4987410	4297220	4481520	4884260	3644200	4906270	4572870	3038780	3444740	3085640	3267280	2984310	3040200	2957640	2877060	2859960	2886330	2719100	2690740	3215620	2837260	2811780	1392050	1377680	1342240	1266360	1439700	1280090	1240730	1260620	1324760	1215680	1226590	1206080	1230270	1262910	1088780
P15042	19702200	21449000	20930600	20425200	20312200	20634900	20532900	21525600	21397600	19613300	22347200	20941800	21431500	21630600	21222200	21569700	108583	102406	92641.8	96825.9	106463	108390	102834	94488.4	113776	109890	124359	96992.7	120195	5964120	6215060	6573150	5334950	6116460	6089780	5496830	6669620	6113660	6002230	5816420	4804480	6457500	6046520	4650330	4348430	4267130	4233970	4555530	4498280	4468050	4399180	4480500	4358650	4413410	4514510	4287010	4669230	4621270	3396660	3235890	3528750	3001320	3333600	3318910	3092250	3108990	3299250	3207650	3425590	3440110	3477930	3551210	3617450
P0C0V0	68454400	79014800	72856100	83801500	78547500	87376300	87603200	87227600	82054400	96373400	79551700	89196300	83796400	83953000	88626000	87989500	357388	273975	234242	348502	266420	301066	295662	211697	286321	232321	383532	175157	429046	48150200	44983700	41264600	61310500	37597900	53856800	57709200	31362300	57579500	48334100	49574800	44363500	36635800	39689400	13143900	16769400	17524400	17452700	17155100	17838800	16074500	18147300	17557500	17890700	18819300	17837500	18116000	17791500	18757400	8491870	8776580	7237730	9607250	8583190	8433880	9374980	9198530	7181610	8946750	8507440	8386970	7707310	8072370	8077290
P00861	11790400	14763700	14359300	12313900	13346200	10508500	14486500	15425800	16947000	13558900	16417100	13954900	16515800	17407800	13542800	15372700	54296.4	63380.9	62525.8	51963.9	56289.1	56326.8	55076.7	59185.5	51402.6	76525.4	89172.5	65933.5	97664	2286840	2448360	2407420	2506660	2320520	2272310	2568970	2133320	2277470	2513230	2548230	2518720	3776450	3605500	3380650	3336560	3390450	3099830	5123500	5158870	5169000	5190880	5137590	5000020	5226450	5627150	3491090	5099230	4763170	1770430	1740290	2035250	1298170	1961630	1719170	1386400	1388970	1955930	1628670	2859950	2653070	3027000	2943460	2829790
P42620	15584000	11843100	12152900	17277800	15449900	14499400	11457800	12825300	11578900	9954270	12029900	12351000	13196500	12513900	11000200	12100500	57203.4	65646.1	74255.8	54354.8	60216	67589.6	67736.1	55455	58867.1	54227.8	49588.5	58372.9	41762.2	5934670	6026180	6512510	6606010	6564170	6290150	7133400	5638060	7070400	6481290	6140900	3549110	5250930	5255920	2997270	3305880	3677090	3486550	2819690	2832390	2628980	2841390	2927200	2828870	2720260	2680660	3179940	2529180	2653720	1387120	1354190	1354200	1375550	1380810	1340570	1415360	1364070	1283170	1406960	982484	1170520	1115610	1112890	1115490
P0A7C6	24343100	30898000	26065400	17937000	20877000	24639200	33494000	24862400	27107000	31712800	17924000	27391900	24331300	33689700	27988800	25440200	181245	230793	287947	215908	227429	184505	210444	227825	237551	286740	214075	193238	319080	12172800	10062500	8919570	7498010	12631600	9401720	7389850	8998520	9031570	9025170	8303720	11704300	7879310	8780720	5562620	4643670	4723720	4275880	4674600	4491070	5542410	5454400	5581570	5406740	7276610	6735610	4697320	6745800	6572740	2090610	1901060	2091030	1909670	1764340	2161430	1918700	1996880	1947960	2248080	2053900	2009640	2098530	2301200	2277300
P0A850	512180000	664708000	604504000	523789000	527434000	591846000	686112000	669478000	652807000	792316000	657972000	686885000	631991000	633463000	745153000	638331000	1379670	1623670	1422010	1526350	1607740	1540090	1795130	1250870	1431050	1255740	1754760	1241440	1797590	242557000	219536000	208046000	219194000	206591000	236848000	210991000	177187000	243361000	215980000	206819000	254349000	202996000	236536000	109090000	116119000	117064000	115023000	137452000	146860000	132108000	146387000	139619000	137245000	141972000	137062000	119942000	144149000	146226000	56672200	56458500	52124500	59825200	53251900	55967300	56055900	57860700	51142400	56793300	63349400	63208200	60704200	59713000	59045600
P30871	21689800	20486300	21834200	20521300	19587000	17217000	20714100	22457600	22653500	12211400	23521800	21169800	25184000	23513000	18020600	23139100	366560	486274	465611	410278	384038	378922	410748	438120	418505	458525	533138	427814	494027	6198330	6242400	7118080	6099720	6935050	6269960	6261660	6597490	6137860	6544480	6609940	7248620	7848460	7410840	6080220	6116900	6187030	5903870	6916620	6649450	6667750	6329960	6915450	6825400	6558180	6529520	6184350	6123400	6089560	1242040	1169680	1390180	1045360	1300190	1213380	1139980	1124050	1291360	1148370	1473580	1280830	1334390	1377300	1271860
P0AC33	221485000	72357100	72993900	173632000	203073000	259127000	63355400	67741800	82579200	83052600	77434700	79301300	63969900	56146100	109939000	60292700	873452	872618	765948	855933	917994	702397	646662	845589	1066430	251147	334344	141208	298479	40523400	47650400	52618300	24940200	45371600	43989400	29961900	61451100	42266800	46822600	46599300	13447900	15436100	14654200	16247400	15163100	13934100	13591300	5414930	5231240	5202050	4909300	4431090	4972230	4263210	4374390	15893700	4962530	5030460	14159600	13308600	14679900	10597000	12428400	12035500	11077000	11040800	14951400	10793900	4146760	3689450	4121520	4050440	3929300
P15034	78169800	69399700	66663600	72609200	68991500	84597400	64180100	62801200	66223100	71333000	62645100	66109300	62544600	63763400	66211300	62738800	299147	333115	332667	321898	332632	327674	339411	344840	299850	254345	279598	226654	273613	20169000	22744400	26635700	19512400	26379800	22349100	19725700	30312700	22294700	22337700	21914300	20776400	18112300	20672900	16082600	15892200	15823000	15686000	11931300	12187900	12067200	12286600	12277300	12031600	12664500	12639400	16123200	12901400	12849300	5896880	5615220	5940610	5436550	5874040	5626640	5555470	5506780	6162730	5477650	4462080	4304280	4574870	4455570	4488270
P00957	113489000	140720000	138473000	110736000	101650000	116397000	135931000	131565000	134788000	131897000	132700000	137449000	134607000	136449000	141744000	128277000	534350	545931	482675	541153	585446	559582	593067	534379	583083	474922	665987	427226	685070	26210900	29165200	30121500	27887500	30748700	28362500	26240500	33187700	28177800	28831400	29519700	29714300	35124900	35941400	23683300	22941400	23154600	23278800	26972400	26712000	26211900	25718900	26536000	25648700	26373100	27000600	23771000	27085800	26888200	7003000	6752790	6936410	6125540	6981680	6895220	6475280	6472440	7360750	6801250	7929120	7734840	7987970	7903510	7905580
P0A9U3	26966800	32993100	35517900	24385800	25339800	26866200	32535300	33276100	32152100	31811700	33725100	33633200	35563100	33777700	34513800	34293500	198615	238862	218039	197253	219588	212565	226948	196704	213386	236036	282370	206660	258849	7986640	8672250	8712520	8330680	9040860	8693080	7239030	9247520	8470750	8402680	8142550	11229700	11593300	12259600	5481920	4904850	5053810	5144940	6739390	6783380	6420950	6807210	6859230	6310880	6587440	6853870	5317420	6847920	6857150	1871200	1702890	1936770	1647050	1791890	1756860	1693810	1696060	1935490	1766230	2132750	2205260	2309110	2205860	2243820
P25539	13753600	12336400	11934600	12821100	11086300	14139000	11434100	11090400	11545600	11988600	11279500	11910900	11018500	11086600	11945300	10637800	129417	174777	168845	150613	178900	172862	171752	154022	175787	142057	139050	102720	130079	6373200	6600110	7164910	5318620	7586880	6470200	5680040	7701380	6126100	6774000	6467620	5227080	5354290	5410720	5440500	5002070	4725070	4707760	3899930	3961320	4082030	3970750	4007520	4101660	4018840	4013940	4904330	4098700	4014020	2783750	2568100	2896200	2591130	2706800	2794730	2652100	2631030	2941720	2649310	2024530	2026510	2120100	2068610	2059800
P75958	9960390	13674600	13277000	11035700	9666790	12594200	13752400	13615300	13642100	13991100	13333200	13152500	12705100	13686500	14894600	12666500	12863.8	18155.6	16095.2	19536.4	24172	15984.1	23426.1	7969.9	19382.6	9363.41	18750.4	8010.21	18019.2	4601250	4902420	5053690	5186720	4882160	4759470	4808900	5306440	5130340	4419960	4482600	7593210	5445420	6506260	1222250	1307160	1408600	1388570	1403310	1339590	1398820	1310930	1356730	1325610	1220950	1310330	1210780	1439050	1415300	762784	732125	908958	837252	939263	702896	760129	751956	717480	721483	655184	705538	666806	761605	729441
P33916	25837000	24373900	25569000	26648000	24492300	28098600	22229800	22951300	23517900	21657900	22394000	22832700	23667100	24655600	25884000	23929300	133793	143364	134121	143993	131460	138631	125443	117489	116410	115753	136950	114528	128493	13709300	15212700	14597800	20906400	16469500	17357200	17679600	16523300	15873000	19061800	18683200	14575000	22646200	18976900	4030480	4547210	4435820	4527320	4082870	4222230	4052380	4166980	4365640	4381740	4180080	4079280	4174970	4116810	4229060	244927	410501	212036	404563	206914	468234	439494	390906	208111	474415	375279	372035	362948	333584	201591
P37759	26087400	32798500	33197000	23283000	20859300	25572800	30594700	28701900	31695700	24869600	30617700	29538600	29931500	29283400	31399400	28830700	367277	491908	499804	434949	465582	410275	446477	470724	424609	551040	539310	602390	561471	10085800	10612400	12501700	8391460	13456000	11859000	9390000	12495600	10956100	11308500	12055500	15221100	16160200	16011000	6870870	7272690	6727880	6459930	8837880	8839070	8937410	8992760	8447990	8729950	8321300	8494690	7294760	9019650	8939720	2906960	2768500	2932890	2654420	2975940	2832690	2654540	2697130	2907340	2802170	3235290	3426990	3581040	3311890	3409540
P07363	3909350	NA	148436	5447900	5974760	7306350	102129	NA	363271	723964	546094	1855870	87102.8	NA	1227510	NA	50717.4	103212	143441	101771	132918	102496	106379	66030.4	51914.8	56969.7	53660	58447.1	16003.5	753250	1003400	972906	3036520	629351	2026580	1427270	645924	1897060	1197300	1502790	61076	NA	255156	325590	1385740	1381740	916744	62816.4	44235.1	232742	83341.5	28400.6	60259.2	11803	NA	864576	183264	67444.2	413634	503789	163931	637830	701785	891687	748693	663028	241130	683407	NA	NA	NA	NA	NA
P0AFE0	8887360	3583090	4822430	11575800	11618900	6194840	4122390	5918120	5224870	2989830	7068070	4136860	6935110	6044980	4067090	6001520	116715	10757.4	NA	9448.65	84979.8	66853.8	41527.6	4887.42	64061	NA	25604.4	NA	19370.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4544550	5260920	4432850	4369670	2835880	3400940	4035510	2833650	3214940	3026730	2885650	2996760	4650000	3151590	3335570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P13039	3953290	5204280	6445900	7262500	4239840	4272010	6052160	5929410	6295090	4585830	7617050	7165520	8304060	6834700	2997930	9403800	35172.7	48942.6	43412.8	48384	30603.5	44543.6	54398	31617.5	29102.4	43511.7	80890.8	52118.6	67027.3	982648	1132150	1121510	3399210	980955	1445820	2169840	829754	1563530	1452810	1519510	2159850	2404220	2578640	675220	1276400	1486730	1327250	1651060	1828140	1718330	1760130	2106980	1871220	2046700	1540770	1188840	1298480	1719900	963984	1103780	771990	1144470	1173550	1288520	1161500	1178610	759835	1404540	1495040	1645080	1173440	1475460	1306800
P37666	59051700	71561600	75753700	71795100	58024400	62414400	75287100	79126200	82056500	59597600	75079400	75789800	80273800	77547600	70020200	81381800	258867	298721	281907	298933	298909	301304	320818	192293	275455	236214	335689	193953	321354	20794600	20035400	23815700	22771900	22577300	21852600	24021100	24246900	22253800	21013300	24072600	32089800	28881200	31834300	24729400	25688000	25477500	26457600	31325600	30238600	31393900	30665300	31630100	32955600	31240400	30536700	24823200	28580600	29973900	4960170	5283380	4565770	4838780	5235140	4755060	5136350	5057200	4970920	4968910	6929830	6693490	6433610	7008170	6599850
P0AG27	85248100	84390600	77966300	71852500	67721000	98065700	94612100	90089200	86486700	110220000	77923900	92293100	79296000	88236900	105935000	83314800	578775	606364	498849	536990	731468	616983	741618	357041	593941	338766	617009	411264	533866	12040300	13267700	14070300	12710700	14076000	13318900	13307700	14061500	12534500	13509900	14044300	14790000	14381700	14787700	10392500	11143700	10348600	10969800	10409100	10392800	10114500	10095600	10487400	10279100	10058800	10172100	10866800	10553600	11020800	4585330	4665120	4056630	5030840	4470480	4422830	4617460	4774290	4385070	4498050	4375450	4435250	4297770	4458440	4448820
P15254	118952000	125259000	121278000	130624000	109495000	114494000	124307000	118298000	123799000	99571700	118570000	119126000	121967000	123311000	116780000	117436000	619660	651068	654845	791936	677807	702336	720671	827868	696850	751076	855346	783452	899403	32906300	38155600	41359500	38620500	40707900	38872800	42049000	51819600	40576400	40552400	44414700	38487800	48697500	46380300	31503900	38976800	36292900	35977800	35847100	34985500	36193800	33056200	34504500	34294600	34038900	35906300	36034600	36485700	36083900	10643500	10765500	9596360	10696200	11386300	10217300	10588100	10575700	11134100	10285100	10379200	11158400	11527600	10491300	10505200
P0AG93	19118300	19553100	19473000	18220800	13938900	18993500	18579200	15621300	16701800	21055100	15804300	18057900	17130700	17023400	18645300	15144100	64685.5	179569	166805	130941	171071	77916.9	177802	83784	124180	83736	121702	64529	129665	3164730	3951900	3319460	3171620	3151010	3038660	3038940	3284430	3652140	3732140	3571910	2679530	3378820	3322350	2679100	2631590	2624430	2841120	2273390	2259100	2180490	2175700	2196240	2048360	2032100	2228290	2389080	2368580	2414070	665207	613978	546020	706050	627162	653171	699096	729670	642719	740822	513109	624519	554849	499706	464740
P39165	454189	1245110	1190600	631930	750918	1017830	1103220	1120510	1251210	1387570	855485	1338570	897148	1032930	1187520	1114790	5510.85	8797.33	5924.78	8208.79	6312.79	8767.74	7750.5	6983.6	7743.27	12223.3	13245.1	8155.22	11272.4	202587	241021	228284	265684	180463	205472	248710	237092	212209	159742	192874	263166	258123	234007	227644	234940	253823	317460	275308	326436	286404	265680	285361	302390	285082	287383	275450	314216	279678	NA	28554.3	NA	51525.9	22352.2	30458.7	51607.3	44045.6	48206.6	64640.9	72406.4	78776.6	75079.4	69276.5	81114.9
P11880	7765630	7428900	7836180	6490660	7429060	6044800	7649070	7755610	7862040	5225710	8139050	7006600	8675520	8290260	6779870	7634440	77454	93114	95290.8	86052.8	90751.4	85587.4	93204.5	90395	83867.3	90755.1	108070	86134.9	113084	3505690	3621630	3676180	3709380	3728910	3660710	3186480	3775120	3688150	3522400	3901330	3650440	4315500	4114400	5395480	5630440	5492250	5216850	6370160	6141500	6146550	6236950	6293490	6200900	6248850	6474020	5752070	6230050	5888350	824538	813389	831204	709678	890703	797214	739196	731686	806507	714987	943041	927527	999170	975072	993737
P39396	560395000	25785900	17346500	332435000	540014000	351403000	29392600	20249800	14623500	18412100	12457500	20341700	26391100	47162000	11242300	21090900	125333	296831	315564	259979	343838	125790	295873	147804	259572	12218.6	6164.09	9700.89	20314.6	99094100	104440000	79830200	74010800	91796100	80151600	74718700	94435700	93090900	85668100	78369100	1179530	2012320	2852320	102228000	87527600	95265800	90065100	1568270	1207060	1125910	1926820	2894040	2993250	4133920	5189560	83669600	4302540	2929220	23074200	24979300	22051400	16145700	25541600	23043900	19167500	20193800	28889200	20593200	520264	447131	427489	762231	691566
P38038	90504500	129108000	122726000	87667800	83552100	90668600	125206000	120779000	125382000	116300000	120338000	117223000	114242000	123731000	129084000	109278000	357322	350386	377141	354985	412056	398018	400839	385721	389512	477483	512140	456048	549171	22534800	24308500	26635000	21705900	25388000	24320000	23164400	26184000	23304000	23550800	23829300	27869600	37089900	34851100	19611800	19425900	19838500	19997300	24673300	25143100	24000200	24183600	23262000	23445600	22963500	25379300	19255300	27121800	23325400	11122800	10330700	11093400	10345800	11041900	10714300	10725500	10686300	11773600	10908300	12320600	14307400	15136100	12738400	13149800
